alexatop,malware_domain,phishtank,domaintoolsregistrars,knujon,DomainNameEntropy,registrar_prices,isNotResolves,isBogon,ttlRisk,spamhausreg,SpamhausTld,zonefiles_tld,lehigh-typosquat,AlexaLevSim_score,AlexaLevSim_domain,DomainName
FALSE,FALSE,TRUE,0.6,0.6,0.062739428,0.6,TRUE,FALSE,0.5,FALSE,0,1.25181E-05,FALSE,0.615384615,www.no.com,www.dofus.mom
FALSE,FALSE,TRUE,0.097315436,0.272452069,0.054551509,0,TRUE,TRUE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.666666667,neatmovies.com,beau-mondes.com
FALSE,FALSE,TRUE,0.6,0.6,0.070924644,0.6,TRUE,TRUE,0.7,FALSE,0.034782609,0.020317233,FALSE,0.6,boostyourfit.ru,zoosummit.ru
FALSE,FALSE,TRUE,0.6,0.6,0.040943508,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.75,successaga.com,succesmantra.com
FALSE,FALSE,TRUE,0.6,0.6,0.16475565,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,bitoex-claimextrabonuses.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.133918559,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.472222222,000webhostapp.com,wildernesssafariss.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.132522911,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.435897436,driveandlisten.herokuapp.com,recordingcardvirement.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.134498475,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,secureaccountpay-pal.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.320935963,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,kate3712.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.165530084,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,extraneous-fleets.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.156276848,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.68,000webhostapp.com,ertyufa.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.347375904,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,testq1w2e3r4.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.161813287,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,bitoex-bonuses-btc.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.081297617,0.6,TRUE,FALSE,0.6,FALSE,0.29068323,0.001842552,FALSE,0.517241379,noah-blockchain.com,www.login-blockchain-com.live
FALSE,FALSE,TRUE,0.6,0.049445005,0.074496193,0.78538648,TRUE,FALSE,0.6,FALSE,0.011180124,0.000386919,FALSE,0.46875,noah-blockchain.com,www.login-blockchain-com.digital
FALSE,FALSE,TRUE,0.097315436,0.272452069,0.080210168,0,TRUE,TRUE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.636363636,icertificationhelp.com,notificationkzebi.com
FALSE,FALSE,TRUE,0.6,0.6,0.070924644,0.6,TRUE,TRUE,0.7,FALSE,0.034782609,0.020317233,FALSE,0.6,boostyourfit.ru,zoosummit.ru
FALSE,FALSE,TRUE,0.412751678,0.065590313,0.074593946,0.729644717,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,FALSE,0.555555556,www.googleapis.com,www.chikh-ali.com
FALSE,FALSE,TRUE,0.412751678,0.065590313,0.074593946,0.729644717,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,FALSE,0.555555556,www.googleapis.com,www.chikh-ali.com
FALSE,FALSE,TRUE,0.412751678,0.065590313,0.062430394,0.729644717,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,FALSE,0.692307692,chikhen.com,chikh-ali.com
FALSE,FALSE,TRUE,0.6,0.6,0.057325158,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.764705882,rentpayment.com,refundpaiment.com
FALSE,FALSE,TRUE,0.6,0.6,0.055984456,0.6,TRUE,TRUE,0.7,FALSE,0.6,2.44E-09,FALSE,0.423076923,schubert-verlag.de,kadubeureum-serang.desa.id
FALSE,FALSE,TRUE,0.3098434,0.066599395,0.054808645,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.75,duniasex.com,duniafan.com
FALSE,FALSE,TRUE,0.6,0.049445005,0.06517458,0.78538648,TRUE,FALSE,0.6,FALSE,0.060869565,0.626499559,FALSE,0.611111111,revolvermaps.com,recover-paypal.com
FALSE,FALSE,TRUE,0.6,0.6,0.618135001,0.6,FALSE,0,0.7,FALSE,0.01863354,0.042379905,FALSE,0.733333333,waecdirect.org,ad69e733ebae8d264bccaa38d68830e8.webredirect.org
FALSE,FALSE,TRUE,0.6,0.6,0.136982134,0.6,FALSE,0,0.7,FALSE,0.01863354,0.042379905,FALSE,0.7,mitre.org,paleokastritsa-k7.mywire.org
FALSE,FALSE,TRUE,0.097315436,0.272452069,0.069191991,0,TRUE,TRUE,0.7,FALSE,0.028571429,0.002267771,FALSE,0.5,ezpzsolutions.in,arks.ganeshasolutionz.in
FALSE,FALSE,TRUE,0.161073826,0.031281534,0.072458378,0.122601732,TRUE,TRUE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.684210526,collierschools.com,zionhighschools.com
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.060946536,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,1,vitalsource.com,vitalsource.info
FALSE,FALSE,TRUE,0.6,0.6,0.067680131,0.6,TRUE,TRUE,0.7,FALSE,0.023602484,0.003129749,FALSE,0.714285714,jamr.jp,hamt.jp
FALSE,FALSE,TRUE,0.6,0.6,0.067680131,0.6,TRUE,TRUE,0.7,FALSE,0.023602484,0.003129749,FALSE,0.714285714,jamr.jp,hamt.jp
FALSE,FALSE,TRUE,0.6,0.6,0.067680131,0.6,TRUE,TRUE,0.7,FALSE,0.023602484,0.003129749,FALSE,0.714285714,jamr.jp,hamt.jp
FALSE,FALSE,TRUE,0.097315436,0.272452069,0.049806379,0,TRUE,TRUE,0.6,FALSE,0.060869565,0.626499559,FALSE,0.647058824,shoprunner.com,shopbundlebee.com
FALSE,FALSE,TRUE,0.412751678,0.065590313,0.074593946,0.729644717,TRUE,FALSE,0.1,FALSE,0.060869565,0.626499559,FALSE,0.555555556,www.googleapis.com,www.chikh-ali.com
FALSE,FALSE,TRUE,0.412751678,0.065590313,0.074593946,0.729644717,TRUE,FALSE,0.5,FALSE,0.060869565,0.626499559,FALSE,0.555555556,www.googleapis.com,www.chikh-ali.com
FALSE,FALSE,TRUE,0.6,0.6,0.250946782,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.642857143,epinity.com,verinit166.com
FALSE,FALSE,TRUE,0.6,0.6,0.250946782,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.642857143,epinity.com,verinit166.com
FALSE,FALSE,TRUE,0.6,0.486377397,0.06266623,0.6,TRUE,TRUE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.631578947,hindimatrimony.com,hindikavikssoni.com
FALSE,FALSE,TRUE,0.6,0.049445005,0.05936292,0.78538648,TRUE,TRUE,0.5,FALSE,0.060869565,0.626499559,FALSE,0.578947368,thedoggoden.com,www.thelogodept.com
FALSE,FALSE,TRUE,0.6,0.6,0.144249571,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.62962963,000webhostapp.com,vampastla.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.058324835,0.6,TRUE,TRUE,0.7,FALSE,0.002484472,0.000867968,FALSE,0.444444444,certificationpoint.org,swrnotificationsoshmobile.webnode.ro
FALSE,FALSE,TRUE,0.6,0.6,0.156093264,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.68,000webhostapp.com,hstsshj.000webhostapp.com
FALSE,FALSE,TRUE,0.6,0.6,0.137260112,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0,TRUE,blowiest-stowage.000webhostapp.com
FALSE,FALSE,TRUE,0.387024609,0.529767911,0.047524431,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.6,wowcatholic.com,www.aottoim.com
FALSE,FALSE,TRUE,0.387024609,0.529767911,0.047524431,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626499559,FALSE,0.6,wowcatholic.com,www.aottoim.com
FALSE,FALSE,TRUE,0.6,0.6,0.054042551,0.6,TRUE,TRUE,0.7,FALSE,0.001242236,0.000168917,FALSE,0.714285714,seko.lv,niko.lv
FALSE,FALSE,TRUE,0.6,0.6,0.054042551,0.6,TRUE,TRUE,0.7,FALSE,0.001242236,0.000168917,FALSE,0.714285714,seko.lv,niko.lv
FALSE,FALSE,TRUE,0.097315436,0.272452069,0.058971344,0,TRUE,TRUE,0.7,FALSE,0.093167702,0.016006425,FALSE,0.666666667,9myking.info,myrnd.info
FALSE,FALSE,TRUE,0.6,0.457114026,0.063152812,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626499559,FALSE,0.571428571,wacoal-america.com,www.paullemmerick.com
FALSE,FALSE,TRUE,0.6,0.049445005,0.082786143,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,0.692307692,bizimyol.info,izishop.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.082786143,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,0.692307692,bizimyol.info,izishop.info
FALSE,FALSE,TRUE,0.6,0.049445005,0.082786143,0.78538648,FALSE,0,0.7,FALSE,0.093167702,0.016006425,FALSE,0.692307692,bizimyol.info,izishop.info
