Label,Domain_score,Domain_name,DomainToolRegistrars,knujon,DomainNameEntropy,registrar_prices,ttlRisk,spamhausTld,domain_age,AlexaLevSim
maleware,6.222222222,embedor.com,0.6,0.6,0.037760156,0.6,0.5,0.060869565,0.5,0.818181818
maleware,5.555555556,ensenadasportfishing.com,0.097315436,0.272452069,0.055799305,0,0.6,0.060869565,0.5,0.583333333
maleware,5.888888889,eurolatexthai.com,0.6,0.6,0.089185556,0.6,0.7,0.060869565,0.5,0.647058824
maleware,6,falconexport.com,0.097315436,0.272452069,0.098622664,0,0.6,0.060869565,0.5,0.764705882
maleware,5.666666667,assexyas.com,0.161073826,0.031281534,0.097048103,0.122601732,0.5,0.060869565,0.5,0.75
maleware,6.111111111,eloyed.com,0.161073826,0.031281534,0.045475533,0.122601732,0.5,0.060869565,0.5,0.8
maleware,5.888888889,mogyang.net,0.6,0.524722503,0.042314504,0.6,0.7,0.058385093,0.5,0.727272727
maleware,5.666666667,mulbora.com,0.6,0.6,0.03844087,0.6,0.6,0.060869565,0.5,0.75
maleware,5.777777778,porn-girls-nude-and-horny.com,0.097315436,0.272452069,0.070225618,0,0.7,0.060869565,0.5,0.482758621
maleware,6.222222222,qabbanihost.com,0.6,0.6,0.136964207,0.6,0.7,0.060869565,0.5,0.733333333
maleware,6.444444444,soluxury.co.uk,0.6,0.6,0.10145175,0.6,0.7,0.6,0.5,0.642857143
maleware,5.777777778,specialistups.com,0.6,0.399596367,0.04141201,0.6,0.7,0.060869565,0.5,0.705882353
maleware,5.222222222,seres.https443.net,0.3098434,0.066599395,0.234752374,0.6,0.3,0.058385093,0.5,0.5
maleware,6,sujet-du-bac.com,0.6,0.6,0.080906164,0.6,0.7,0.060869565,0.5,0.625
maleware,5.666666667,3years.lethanon.net,0.6,0.4419778,0.105882769,0.534007116,0.7,0.058385093,0.5,0.666666667
maleware,5.666666667,greatbookswap.net,0.6,0.6,0.052043683,0.6,0.7,0.058385093,0.5,0.588235294
maleware,5.777777778,agwoan.com,0.097315436,0.272452069,0.046972375,0,0.6,0.060869565,0.5,0.727272727
maleware,5.666666667,blog.3kingsclothing.com,0.6,0.6,0.109061064,0.6,0.5,0.060869565,0.5,0.695652174
maleware,6.111111111,jerkstore.dk,0.6,0.6,0.065994311,0.6,0.6,0,0.5,0.666666667
maleware,5.666666667,kasyapiserve.com,0.161073826,0.031281534,0.063975809,0.122601732,0.7,0.060869565,0.5,0.625
maleware,5.666666667,kkokkoyaa.com,0.6,0.6,0.050024928,0.6,0.7,0.060869565,0.5,0.692307692
maleware,6,noviasconglamourenparla.es,0.6,0.6,0.050255456,0.6,0.7,0.002484472,0.5,0.423076923
maleware,6.333333333,yesteam.org.in,0.6,0.6,0.042263795,0.6,0.7,0.6,0.5,0.714285714
maleware,5.555555556,sznaucer-figa.nd.e-wro.pl,0.6,0.6,0.094011566,0.6,0.7,0.007453416,0.5,0.666666667
maleware,5.777777778,youknownow.ru,0.6,0.6,0.061136595,0.6,0.7,0.034782609,0.5,0.615384615
maleware,6.333333333,fideln.com,0.6,0.6,0.055359125,0.6,0.6,0.060869565,0.5,0.8
maleware,5.777777778,genconnectmentor.com,0.6,0.6,0.037465061,0.6,0.7,0.060869565,0.5,0.65
maleware,5.555555556,hbweiner.org,0.6,0.6,0.048869899,0.6,0.7,0.01863354,0.5,0.666666667
maleware,6.222222222,shuangying163.com,0.6,0.6,0.256181191,0.6,0.7,0.060869565,0.5,0.647058824
maleware,6.333333333,simplequiltmaking.com,0.097315436,0.272452069,0.127736319,0,0.7,0.060869565,0.5,0.714285714
maleware,6.555555556,asess.com.mx,0.6,0.6,0.086769196,0.6,0.7,0.6,0.5,0.75
maleware,5.666666667,architectchurch.com,0.097315436,0.272452069,0.045797273,0,0.6,0.060869565,0.5,0.636363636
maleware,5.888888889,asiaok.net,0.6,0.6,0.036178275,0.6,0.7,0.058385093,0.5,0.727272727
maleware,5.222222222,bordobank.net,0.3098434,0.066599395,0.042657424,0.6,0.7,0.058385093,0.5,0.692307692
maleware,6.333333333,junggomania.nefficient.co.kr,0.6,0.6,0.072122781,0.6,0.7,0.6,0.5,0.464285714
maleware,5.888888889,koreasafety.com,0.6,0.6,0.061258346,0.6,0.7,0.060869565,0.5,0.733333333
maleware,5.222222222,www.cibonline.org,0.6,0.16851665,0.052567118,0.6,0.7,0.01863354,0.5,0.647058824
maleware,5.777777778,www.haphuongfoundation.net,0.6,0.6,0.065825638,0.6,0.7,0.058385093,0.5,0.5
maleware,6.333333333,deltagroup.kz,0.6,0.6,0.08577894,0.6,0.7,0,0.5,0.615384615
maleware,6.333333333,kisker.czisza.hu,0.6,0.6,0.09619738,0.6,0.7,0,0.5,0.5
maleware,6,paradisulcopiilortargoviste.ro,0.6,0.6,0.048718227,0.6,0.7,0.002484472,0.5,0.4
maleware,5.777777778,sexyfemalewrestlingmovies.com,0.6,0.6,0.100347552,0.6,0.7,0.060869565,0.5,0.482758621
maleware,6,cmccwlan.cn,0.6,0.6,0.045458012,0.6,0.7,0.288198758,0.5,0.545454545
maleware,6.222222222,xn--80aaagge2acs2agf3bgi.xn--p1ai,0.6,0.6,0.319016919,0.6,0.7,0.049689441,0.5,0.606060606
maleware,5.444444444,ahbddp.com,0.387024609,0.529767911,0.048488002,0.6,0.6,0.060869565,0.5,0.7
maleware,5.555555556,aonikesi.com,0.387024609,0.529767911,0.043400092,0.6,0.7,0.060869565,0.5,0.75
maleware,5.222222222,krasota-olimpia.ru,0.6,0.6,0.052187023,0.6,0.5,0.034782609,0.5,0.5
maleware,5.777777778,ckidkina.ru,0.6,0.6,0.052219489,0.6,0.7,0.034782609,0.5,0.727272727
maleware,5.777777778,parttimecollegejobs.com,0.6,0.6,0.059556654,0.6,0.7,0.060869565,0.5,0.565217391
maleware,6.555555556,bbpama.com,0.097315436,0.272452069,0.034593928,0,0.7,0.060869565,0.5,0.8
maleware,5.666666667,thomchotte.com,0.097315436,0.272452069,0.037868691,0,0.6,0.060869565,0.5,0.666666667
maleware,5.888888889,etstemizlik.com,0.6,0.6,0.076820641,0.6,0.7,0.060869565,0.5,0.625
maleware,5.888888889,gen-ever.com,0.097315436,0.272452069,0.061574532,0,0.6,0.060869565,0.5,0.75
maleware,5.888888889,ksdnewr.com,0.097315436,0.272452069,0.062608908,0,0.6,0.060869565,0.5,0.727272727
maleware,10,dxipo.com,0.6,0.6,0.105904718,0.6,0.3,0.060869565,0.5,0.777777778
maleware,6.111111111,52flz.com,0.387024609,0.529767911,0.309467498,0.6,0.7,0.060869565,0.5,0.7
maleware,5.555555556,nexprice.com,0.6,0.6,0.096103836,0.6,0.3,0.060869565,0.5,0.769230769
maleware,5.888888889,reglasti.com,0.6,0.6,0.039754824,0.6,0.7,0.060869565,0.5,0.75
maleware,5.777777778,rokobon.com,0.097315436,0.272452069,0.040863287,0,0.6,0.060869565,0.5,0.75
maleware,5.888888889,sunqtr.com,0.161073826,0.031281534,0.159009903,0.122601732,0.6,0.060869565,0.5,0.75
maleware,6.444444444,zeroclan.net,0.097315436,0.272452069,0.070720699,0,0.7,0.058385093,0.5,0.916666667
maleware,5.666666667,mainnetsoll.com,0.097315436,0.272452069,0.037620025,0,0.6,0.060869565,0.5,0.666666667
maleware,5.444444444,smartenergymodel.com,0.6,0.6,0.050077711,0.6,0.5,0.060869565,0.5,0.65
maleware,5.888888889,fancycake.net,0.6,0.6,0.061877867,0.6,0.7,0.058385093,0.5,0.692307692
maleware,5.666666667,natebennettfleming.com,0.6,0.6,0.048682791,0.6,0.7,0.060869565,0.5,0.590909091
maleware,6,neglite.com,0.6,0.6,0.038648797,0.6,0.7,0.060869565,0.5,0.818181818
maleware,6.111111111,verfer.com,0.6,0.6,0.060077501,0.6,0.3,0.060869565,0.5,0.8
maleware,5.666666667,etnkorea.com,0.6,0.781029263,0.043306878,0.6,0.5,0.060869565,0.5,0.75
maleware,7.222222222,mjw.or.kr,0.6,0.6,0.075785873,0.6,0.7,0.6,0.5,0.888888889
maleware,6.111111111,pennystock-picks.info,0.6,0.6,0.071281991,0.6,0.7,0.093167702,0.5,0.571428571
maleware,5.333333333,mnogobab.com,0.6,0.6,0.036355514,0.6,0.3,0.060869565,0.5,0.769230769
maleware,6,upperdarby26.com,0.6,0.39556004,0.193088096,0.415891539,0.7,0.060869565,0.5,0.625
maleware,6.333333333,n85853.cn,0.6,0.6,0.598227341,0.6,0.5,0.288198758,0.5,0.555555556
maleware,6.222222222,weqeweqqq2012.com,0.6,0.6,0.360402992,0.6,0.7,0.060869565,0.5,0.529411765
maleware,5.888888889,amusecity.com,0.6,0.6,0.04902591,0.6,0.7,0.060869565,0.5,0.714285714
maleware,5.777777778,vasfagah.ru,0.6,0.6,0.062851203,0.6,0.7,0.034782609,0.5,0.636363636
maleware,6,cescon.ca,0.6,0.6,0.028721733,0.6,0.6,0.002484472,0.5,0.666666667
maleware,5.777777778,lifenetusa.com,0.097315436,0.272452069,0.052653453,0,0.6,0.060869565,0.5,0.714285714
maleware,5.333333333,wiedemann.com,0.6,0.39556004,0.051282671,0.415891539,0.5,0.060869565,0.5,0.733333333
maleware,5.555555556,blacksheepatlanta.com,0.6,0.6,0.050903668,0.6,0.6,0.060869565,0.5,0.666666667
maleware,5.555555556,dssct.net,0.6,0.39556004,0.033194672,0.415891539,0.7,0.058385093,0.5,0.777777778
maleware,6,metzgerconsulting.com,0.097315436,0.272452069,0.07201465,0,0.6,0.060869565,0.5,0.761904762
maleware,5.777777778,misegundocuadro.com,0.097315436,0.272452069,0.048517879,0,0.7,0.060869565,0.5,0.684210526
maleware,5.777777778,1stand2ndmortgage.com,0.6,0.072653885,0.099734687,0.821765585,0.7,0.060869565,0.5,0.619047619
maleware,6,ceocms.com,0.6,0.6,0.029905948,0.6,0.3,0.060869565,0.5,0.8
maleware,5.888888889,homecraftfurniture.com,0.097315436,0.272452069,0.058920583,0,0.7,0.060869565,0.5,0.681818182
maleware,5.666666667,moby-aa.ru,0.6,0.6,0.055578316,0.6,0.7,0.034782609,0.5,0.636363636
maleware,5.777777778,admisoft.com,0.6,0.6,0.051384612,0.6,0.7,0.060869565,0.5,0.769230769
maleware,6.333333333,gxqyyq.com,0.097315436,0.272452069,0.278121415,0,0.6,0.060869565,0.5,0.7
